problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_cool_then_place_in_recep-Lettuce-None-GarbageCan-16/trial_T20190909_014736_101510,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o LettuceType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_9_bar_12_bar_0_bar_30 lettuce_9_dot_326412_comma_9_dot_326412_comma_17_dot_30094908_comma_17_dot_30094908_comma_3_dot_2905096_comma_3_dot_2905096 diningtable_9_dot_788_comma_9_dot_788_comma_15_dot_904_comma_15_dot_904_comma_2_dot_673336984_comma_2_dot_673336984)\n(ChillObject_0 fridge__minus_3_dot_636_comma__minus_3_dot_636_comma__minus_1_dot_624_comma__minus_1_dot_624_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_0_bar__minus_2_bar_3_bar_60 lettuce_9_dot_326412_comma_9_dot_326412_comma_17_dot_30094908_comma_17_dot_30094908_comma_3_dot_2905096_comma_3_dot_2905096)\n(PutObjectInReceptacle agent1 loc_bar_0_bar__minus_2_bar_3_bar_60 lettucetype lettuce_9_dot_326412_comma_9_dot_326412_comma_17_dot_30094908_comma_17_dot_30094908_comma_3_dot_2905096_comma_3_dot_2905096 fridge__minus_3_dot_636_comma__minus_3_dot_636_comma__minus_1_dot_624_comma__minus_1_dot_624_comma_0_dot_0_comma_0_dot_0)')",False,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Lettuce-None-GarbageCan-16/trial_T20190909_014736_101510,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o LettuceType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_9_bar_12_bar_0_bar_30 lettuce_9_dot_326412_comma_9_dot_326412_comma_17_dot_30094908_comma_17_dot_30094908_comma_3_dot_2905096_comma_3_dot_2905096 diningtable_9_dot_788_comma_9_dot_788_comma_15_dot_904_comma_15_dot_904_comma_2_dot_673336984_comma_2_dot_673336984)\n(ChillObject_0 fridge__minus_3_dot_636_comma__minus_3_dot_636_comma__minus_1_dot_624_comma__minus_1_dot_624_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_0_bar__minus_2_bar_3_bar_60 lettuce_9_dot_326412_comma_9_dot_326412_comma_17_dot_30094908_comma_17_dot_30094908_comma_3_dot_2905096_comma_3_dot_2905096)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar_13_bar_2_bar_60 lettucetype lettuce_9_dot_326412_comma_9_dot_326412_comma_17_dot_30094908_comma_17_dot_30094908_comma_3_dot_2905096_comma_3_dot_2905096 garbagecan__minus_3_dot_805050612_comma__minus_3_dot_805050612_comma_11_dot_30460928_comma_11_dot_30460928_comma__minus_0_dot_0039073228_comma__minus_0_dot_0039073228)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000922_271997,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r))))\n)', '')",False,,
train/pick_and_place_simple-Glassbottle-None-Fridge-16/trial_T20190908_045933_322597,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o GlassbottleType)\n\t\t(inReceptacle ?o ?r))))\n)', '')",False,,
train/pick_and_place_simple-Glassbottle-None-Fridge-16/trial_T20190908_045933_322597,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o GlassbottleType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_4_bar_3_bar_30 glassbottle__minus_4_dot_63670732_comma__minus_4_dot_63670732_comma_4_dot_23483468_comma_4_dot_23483468_comma_4_dot_11286688_comma_4_dot_11286688 countertop__minus_3_dot_2522_comma__minus_3_dot_2522_comma_8_dot_756_comma_8_dot_756_comma_4_dot_252_comma_4_dot_252)\n(PutObjectInReceptacle agent1 loc_bar_0_bar__minus_2_bar_3_bar_60 glassbottletype glassbottle__minus_4_dot_63670732_comma__minus_4_dot_63670732_comma_4_dot_23483468_comma_4_dot_23483468_comma_4_dot_11286688_comma_4_dot_11286688 fridge__minus_3_dot_636_comma__minus_3_dot_636_comma__minus_1_dot_624_comma__minus_1_dot_624_comma_0_dot_0_comma_0_dot_0)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_and_place_simple-AppleSliced-None-Fridge-30/trial_T20190907_105723_672392,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_2_bar_1_bar_60 knife_2_dot_1344_comma_2_dot_1344_comma_2_dot_1080524_comma_2_dot_1080524_comma_3_dot_7463136_comma_3_dot_7463136 countertop_4_dot_844_comma_4_dot_844_comma_1_dot_856_comma_1_dot_856_comma_3_dot_7488_comma_3_dot_7488)\n(CutObject_0 knife_2_dot_1344_comma_2_dot_1344_comma_2_dot_1080524_comma_2_dot_1080524_comma_3_dot_7463136_comma_3_dot_7463136 agent1 loc_bar_0_bar_3_bar_1_bar_45 apple_3_dot_195500136_comma_3_dot_195500136_comma_2_dot_509214_comma_2_dot_509214_comma_3_dot_9277212_comma_3_dot_9277212)\n(PutObjectInReceptacle agent1 loc_bar_4_bar__minus_3_bar_2_bar_60 knifetype knife_2_dot_1344_comma_2_dot_1344_comma_2_dot_1080524_comma_2_dot_1080524_comma_3_dot_7463136_comma_3_dot_7463136 fridge_4_dot_032_comma_4_dot_032_comma__minus_5_dot_8716_comma__minus_5_dot_8716_comma_0_dot_1178706288_comma_0_dot_1178706288)\n(PickupObjectInReceptacle agent1 loc_bar_0_bar_3_bar_1_bar_45 apple_3_dot_195500136_comma_3_dot_195500136_comma_2_dot_509214_comma_2_dot_509214_comma_3_dot_9277212_comma_3_dot_9277212 countertop_4_dot_844_comma_4_dot_844_comma_1_dot_856_comma_1_dot_856_comma_3_dot_7488_comma_3_dot_7488)\n(PutObjectInReceptacle agent1 loc_bar_4_bar__minus_3_bar_2_bar_60 appletype apple_3_dot_195500136_comma_3_dot_195500136_comma_2_dot_509214_comma_2_dot_509214_comma_3_dot_9277212_comma_3_dot_9277212 fridge_4_dot_032_comma_4_dot_032_comma__minus_5_dot_8716_comma__minus_5_dot_8716_comma_0_dot_1178706288_comma_0_dot_1178706288)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_and_place_simple-RemoteControl-None-ArmChair-223/trial_T20190908_163723_604442,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o RemoteControlType)\n\t\t(receptacleType ?r ArmChairType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_12_bar_0_bar_3_bar_60 remotecontrol_10_dot_19536496_comma_10_dot_19536496_comma__minus_0_dot_18212533_comma__minus_0_dot_18212533_comma_3_dot_142136572_comma_3_dot_142136572 diningtable_7_dot_536_comma_7_dot_536_comma__minus_1_dot_168_comma__minus_1_dot_168_comma__minus_0_dot_0148_comma__minus_0_dot_0148)\n(PutObjectInReceptacle agent1 loc_bar__minus_3_bar__minus_5_bar_3_bar_60 remotecontroltype remotecontrol_10_dot_19536496_comma_10_dot_19536496_comma__minus_0_dot_18212533_comma__minus_0_dot_18212533_comma_3_dot_142136572_comma_3_dot_142136572 armchair__minus_8_dot_02_comma__minus_8_dot_02_comma__minus_6_dot_316_comma__minus_6_dot_316_comma_0_dot_0_comma_0_dot_0)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Egg-None-CounterTop-27/trial_T20190909_002105_967038,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o EggType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_6_bar_8_bar_1_bar_60 egg_7_dot_37676524_comma_7_dot_37676524_comma_8_dot_25450228_comma_8_dot_25450228_comma_3_dot_920002224_comma_3_dot_920002224 countertop_4_dot_264_comma_4_dot_264_comma_10_dot_6656_comma_10_dot_6656_comma_3_dot_8928_comma_3_dot_8928)\n(ChillObject_0 fridge_8_dot_416_comma_8_dot_416_comma__minus_1_dot_116_comma__minus_1_dot_116_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_5_bar__minus_1_bar_1_bar_60 egg_7_dot_37676524_comma_7_dot_37676524_comma_8_dot_25450228_comma_8_dot_25450228_comma_3_dot_920002224_comma_3_dot_920002224)\n(PutObjectInReceptacle agent1 loc_bar_6_bar_2_bar_1_bar_45 eggtype egg_7_dot_37676524_comma_7_dot_37676524_comma_8_dot_25450228_comma_8_dot_25450228_comma_3_dot_920002224_comma_3_dot_920002224 countertop_8_dot_2408_comma_8_dot_2408_comma_2_dot_3348_comma_2_dot_3348_comma_3_dot_8952_comma_3_dot_8952)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Tomato-None-GarbageCan-6/trial_T20190909_083011_638518,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar_3_bar_1_bar_60 tomato_6_dot_9194908_comma_6_dot_9194908_comma_2_dot_716_comma_2_dot_716_comma_0_dot_910242916_comma_0_dot_910242916 garbagecan_6_dot_584_comma_6_dot_584_comma_2_dot_716_comma_2_dot_716_comma_0_dot_0_comma_0_dot_0)\n(ChillObject_0 fridge__minus_9_dot_90399932_comma__minus_9_dot_90399932_comma__minus_3_dot_132_comma__minus_3_dot_132_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 tomato_6_dot_9194908_comma_6_dot_9194908_comma_2_dot_716_comma_2_dot_716_comma_0_dot_910242916_comma_0_dot_910242916)\n(PutObjectInReceptacle agent1 loc_bar_3_bar_5_bar_1_bar_60 tomatotype tomato_6_dot_9194908_comma_6_dot_9194908_comma_2_dot_716_comma_2_dot_716_comma_0_dot_910242916_comma_0_dot_910242916 garbagecan_6_dot_584_comma_6_dot_584_comma_2_dot_716_comma_2_dot_716_comma_0_dot_0_comma_0_dot_0)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-AppleSliced-None-SinkBasin-18/trial_T20190909_005234_628704,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r SinkBasinType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_3_bar_27_bar_3_bar_45 knife__minus_0_dot_636711836_comma__minus_0_dot_636711836_comma_27_dot_148452_comma_27_dot_148452_comma_3_dot_159154652_comma_3_dot_159154652 diningtable__minus_0_dot_624711872_comma__minus_0_dot_624711872_comma_25_dot_896156_comma_25_dot_896156_comma_2_dot_673336984_comma_2_dot_673336984)\n(CutObject_0 knife__minus_0_dot_636711836_comma__minus_0_dot_636711836_comma_27_dot_148452_comma_27_dot_148452_comma_3_dot_159154652_comma_3_dot_159154652 agent1 loc_bar_3_bar_11_bar_1_bar_45 apple_5_dot_5492_comma_5_dot_5492_comma_10_dot_71706964_comma_10_dot_71706964_comma_3_dot_862268924_comma_3_dot_862268924)\n(PutObjectInReceptacle agent1 loc_bar_1_bar_6_bar_2_bar_30 knifetype knife__minus_0_dot_636711836_comma__minus_0_dot_636711836_comma_27_dot_148452_comma_27_dot_148452_comma_3_dot_159154652_comma_3_dot_159154652 microwave_0_dot_434951068_comma_0_dot_434951068_comma_1_dot_052_comma_1_dot_052_comma_3_dot_926775456_comma_3_dot_926775456)\n(PickupObjectInReceptacle agent1 loc_bar_3_bar_11_bar_1_bar_45 apple_5_dot_5492_comma_5_dot_5492_comma_10_dot_71706964_comma_10_dot_71706964_comma_3_dot_862268924_comma_3_dot_862268924 sinkbasin_5_dot_5492_comma_5_dot_5492_comma_9_dot_356_comma_9_dot_356_comma_3_dot_5209168_comma_3_dot_5209168)\n(HeatObject_1 microwave_0_dot_434951068_comma_0_dot_434951068_comma_1_dot_052_comma_1_dot_052_comma_3_dot_926775456_comma_3_dot_926775456 agent1 loc_bar_1_bar_6_bar_2_bar_30 apple_5_dot_5492_comma_5_dot_5492_comma_10_dot_71706964_comma_10_dot_71706964_comma_3_dot_862268924_comma_3_dot_862268924)\n(PutObjectInReceptacle agent1 loc_bar_3_bar_9_bar_1_bar_45 appletype apple_5_dot_5492_comma_5_dot_5492_comma_10_dot_71706964_comma_10_dot_71706964_comma_3_dot_862268924_comma_3_dot_862268924 sinkbasin_5_dot_5492_comma_5_dot_5492_comma_9_dot_356_comma_9_dot_356_comma_3_dot_5209168_comma_3_dot_5209168)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_and_place_simple-CD-None-Dresser-323/trial_T20190908_005459_168199,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CDType)\n\t\t(receptacleType ?r DresserType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_5_bar__minus_12_bar_2_bar_60 cd_5_dot_48739432_comma_5_dot_48739432_comma__minus_13_dot_5_comma__minus_13_dot_5_comma_0_dot_0777675064_comma_0_dot_0777675064 garbagecan_5_dot_376_comma_5_dot_376_comma__minus_13_dot_5_comma__minus_13_dot_5_comma_0_dot_0_comma_0_dot_0)\n(PutObjectInReceptacle agent1 loc_bar_8_bar_6_bar_1_bar_60 cdtype cd_5_dot_48739432_comma_5_dot_48739432_comma__minus_13_dot_5_comma__minus_13_dot_5_comma_0_dot_0777675064_comma_0_dot_0777675064 dresser_10_dot_708_comma_10_dot_708_comma_6_dot_044_comma_6_dot_044_comma__minus_0_dot_016_comma__minus_0_dot_016)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-AppleSliced-None-DiningTable-27/trial_T20190907_171803_405680,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_2_bar_5_bar_3_bar_45 apple__minus_1_dot_396858096_comma__minus_1_dot_396858096_comma_4_dot_87171268_comma_4_dot_87171268_comma_3_dot_36396694_comma_3_dot_36396694 diningtable__minus_0_dot_848358096_comma__minus_0_dot_848358096_comma_3_dot_524_comma_3_dot_524_comma_0_dot_0886555464_comma_0_dot_0886555464)\n(ChillObject_0 fridge_8_dot_416_comma_8_dot_416_comma__minus_1_dot_116_comma__minus_1_dot_116_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_5_bar__minus_1_bar_1_bar_60 apple__minus_1_dot_396858096_comma__minus_1_dot_396858096_comma_4_dot_87171268_comma_4_dot_87171268_comma_3_dot_36396694_comma_3_dot_36396694)\n(PutObjectInReceptacle agent1 loc_bar_2_bar_3_bar_3_bar_60 appletype apple__minus_1_dot_396858096_comma__minus_1_dot_396858096_comma_4_dot_87171268_comma_4_dot_87171268_comma_3_dot_36396694_comma_3_dot_36396694 diningtable__minus_0_dot_848358096_comma__minus_0_dot_848358096_comma_3_dot_524_comma_3_dot_524_comma_0_dot_0886555464_comma_0_dot_0886555464)\n(PickupObjectInReceptacle agent1 loc_bar_2_bar_8_bar_0_bar_45 knife__minus_0_dot_215429306_comma__minus_0_dot_215429306_comma_10_dot_7522_comma_10_dot_7522_comma_3_dot_853273392_comma_3_dot_853273392 countertop_4_dot_264_comma_4_dot_264_comma_10_dot_6656_comma_10_dot_6656_comma_3_dot_8928_comma_3_dot_8928)\n(CutObject_0 knife__minus_0_dot_215429306_comma__minus_0_dot_215429306_comma_10_dot_7522_comma_10_dot_7522_comma_3_dot_853273392_comma_3_dot_853273392 agent1 loc_bar_2_bar_3_bar_3_bar_60 apple__minus_1_dot_396858096_comma__minus_1_dot_396858096_comma_4_dot_87171268_comma_4_dot_87171268_comma_3_dot_36396694_comma_3_dot_36396694)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, CutObject_0","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, CutObject_0"
train/pick_cool_then_place_in_recep-Pot-None-DiningTable-23/trial_T20190909_061357_391676,"('(:goal\n\t(and \n\t\t)\n)', '')",False,,
train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-13/trial_T20190908_092542_043460,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r CoffeeMachineType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_4_bar_16_bar_1_bar_30 mug__minus_1_dot_03958_comma__minus_1_dot_03958_comma_15_dot_89699744_comma_15_dot_89699744_comma_5_dot_32382728_comma_5_dot_32382728 fridge__minus_1_dot_298918724_comma__minus_1_dot_298918724_comma_14_dot_412_comma_14_dot_412_comma__minus_0_dot_00599211456_comma__minus_0_dot_00599211456)\n(HeatObject_1 microwave__minus_10_dot_776_comma__minus_10_dot_776_comma_6_dot_75624992_comma_6_dot_75624992_comma_5_dot_72338344_comma_5_dot_72338344 agent1 loc_bar__minus_11_bar_10_bar_2_bar_15 mug__minus_1_dot_03958_comma__minus_1_dot_03958_comma_15_dot_89699744_comma_15_dot_89699744_comma_5_dot_32382728_comma_5_dot_32382728)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar_25_bar_1_bar_45 mugtype mug__minus_1_dot_03958_comma__minus_1_dot_03958_comma_15_dot_89699744_comma_15_dot_89699744_comma_5_dot_32382728_comma_5_dot_32382728 coffeemachine__minus_1_dot_12_comma__minus_1_dot_12_comma_26_dot_228_comma_26_dot_228_comma_3_dot_648_comma_3_dot_648)')",False,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1"
train/pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-19/trial_T20190909_111859_174743,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_13_bar__minus_6_bar_0_bar_30 knife__minus_13_dot_0232544_comma__minus_13_dot_0232544_comma__minus_1_dot_1310492_comma__minus_1_dot_1310492_comma_2_dot_9976184_comma_2_dot_9976184 diningtable__minus_11_dot_476_comma__minus_11_dot_476_comma__minus_2_dot_024_comma__minus_2_dot_024_comma_2_dot_708_comma_2_dot_708)\n(CutObject_0 knife__minus_13_dot_0232544_comma__minus_13_dot_0232544_comma__minus_1_dot_1310492_comma__minus_1_dot_1310492_comma_2_dot_9976184_comma_2_dot_9976184 agent1 loc_bar__minus_13_bar__minus_6_bar_0_bar_45 apple__minus_13_dot_16944884_comma__minus_13_dot_16944884_comma__minus_1_dot_733999728_comma__minus_1_dot_733999728_comma_3_dot_0384288_comma_3_dot_0384288)\n(PutObjectInReceptacle agent1 loc_bar__minus_10_bar__minus_9_bar_3_bar_60 knifetype knife__minus_13_dot_0232544_comma__minus_13_dot_0232544_comma__minus_1_dot_1310492_comma__minus_1_dot_1310492_comma_2_dot_9976184_comma_2_dot_9976184 fridge__minus_12_dot_75556944_comma__minus_12_dot_75556944_comma__minus_8_dot_74_comma__minus_8_dot_74_comma_0_dot_0_comma_0_dot_0)\n(PickupObjectInReceptacle agent1 loc_bar__minus_13_bar__minus_6_bar_0_bar_45 apple__minus_13_dot_16944884_comma__minus_13_dot_16944884_comma__minus_1_dot_733999728_comma__minus_1_dot_733999728_comma_3_dot_0384288_comma_3_dot_0384288 diningtable__minus_11_dot_476_comma__minus_11_dot_476_comma__minus_2_dot_024_comma__minus_2_dot_024_comma_2_dot_708_comma_2_dot_708)\n(ChillObject_0 fridge__minus_12_dot_75556944_comma__minus_12_dot_75556944_comma__minus_8_dot_74_comma__minus_8_dot_74_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_10_bar__minus_9_bar_3_bar_60 apple__minus_13_dot_16944884_comma__minus_13_dot_16944884_comma__minus_1_dot_733999728_comma__minus_1_dot_733999728_comma_3_dot_0384288_comma_3_dot_0384288)\n(PutObjectInReceptacle agent1 loc_bar__minus_3_bar_0_bar_1_bar_60 appletype apple__minus_13_dot_16944884_comma__minus_13_dot_16944884_comma__minus_1_dot_733999728_comma__minus_1_dot_733999728_comma_3_dot_0384288_comma_3_dot_0384288 garbagecan__minus_1_dot_136_comma__minus_1_dot_136_comma__minus_0_dot_14_comma__minus_0_dot_14_comma_0_dot_0001941937516_comma_0_dot_0001941937516)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle",PickupObjectInReceptacle
train/pick_clean_then_place_in_recep-Cloth-None-Drawer-427/trial_T20190909_070336_423393,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o ClothType)\n\t\t(receptacleType ?r DrawerType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_11_bar_4_bar_3_bar_60 cloth__minus_14_dot_756876_comma__minus_14_dot_756876_comma_3_dot_861499788_comma_3_dot_861499788_comma_0_dot_1521594524_comma_0_dot_1521594524 bathtubbasin__minus_15_dot_152_comma__minus_15_dot_152_comma_2_dot_38_comma_2_dot_38_comma_0_dot_1159999372_comma_0_dot_1159999372)\n(RinseObject_0 sinkbasin__minus_7_dot_6359992_comma__minus_7_dot_6359992_comma_7_dot_92400028_comma_7_dot_92400028_comma_4_dot_044_comma_4_dot_044 agent1 loc_bar__minus_10_bar_7_bar_1_bar_45 cloth__minus_14_dot_756876_comma__minus_14_dot_756876_comma_3_dot_861499788_comma_3_dot_861499788_comma_0_dot_1521594524_comma_0_dot_1521594524)\n(PutObjectInReceptacle agent1 loc_bar__minus_10_bar_2_bar_2_bar_45 clothtype cloth__minus_14_dot_756876_comma__minus_14_dot_756876_comma_3_dot_861499788_comma_3_dot_861499788_comma_0_dot_1521594524_comma_0_dot_1521594524 drawer__minus_7_dot_5787778_comma__minus_7_dot_5787778_comma__minus_2_dot_483495472_comma__minus_2_dot_483495472_comma_2_dot_1270964_comma_2_dot_1270964)')",True,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-18/trial_T20190912_110736_098163,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_4_bar_2_bar_60 knife__minus_0_dot_3176197408_comma__minus_0_dot_3176197408_comma_1_dot_806869744_comma_1_dot_806869744_comma_3_dot_206582548_comma_3_dot_206582548 drawer_0_dot_499642372_comma_0_dot_499642372_comma_2_dot_0851204_comma_2_dot_0851204_comma_3_dot_211019756_comma_3_dot_211019756)\n(CutObject_0 knife__minus_0_dot_3176197408_comma__minus_0_dot_3176197408_comma_1_dot_806869744_comma_1_dot_806869744_comma_3_dot_206582548_comma_3_dot_206582548 agent1 loc_bar_3_bar_10_bar_1_bar_60 potato_5_dot_10696_comma_5_dot_10696_comma_10_dot_30667304_comma_10_dot_30667304_comma_3_dot_703688144_comma_3_dot_703688144)\n(PutObjectInReceptacle agent1 loc_bar_1_bar_6_bar_2_bar_30 knifetype knife__minus_0_dot_3176197408_comma__minus_0_dot_3176197408_comma_1_dot_806869744_comma_1_dot_806869744_comma_3_dot_206582548_comma_3_dot_206582548 microwave_0_dot_434951068_comma_0_dot_434951068_comma_1_dot_052_comma_1_dot_052_comma_3_dot_926775456_comma_3_dot_926775456)\n(PickupObjectInReceptacle agent1 loc_bar_3_bar_10_bar_1_bar_60 potato_5_dot_10696_comma_5_dot_10696_comma_10_dot_30667304_comma_10_dot_30667304_comma_3_dot_703688144_comma_3_dot_703688144 sinkbasin_5_dot_5492_comma_5_dot_5492_comma_9_dot_356_comma_9_dot_356_comma_3_dot_5209168_comma_3_dot_5209168)\n(HeatObject_1 microwave_0_dot_434951068_comma_0_dot_434951068_comma_1_dot_052_comma_1_dot_052_comma_3_dot_926775456_comma_3_dot_926775456 agent1 loc_bar_1_bar_6_bar_2_bar_30 potato_5_dot_10696_comma_5_dot_10696_comma_10_dot_30667304_comma_10_dot_30667304_comma_3_dot_703688144_comma_3_dot_703688144)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_22_bar_1_bar_30 potatotype potato_5_dot_10696_comma_5_dot_10696_comma_10_dot_30667304_comma_10_dot_30667304_comma_3_dot_703688144_comma_3_dot_703688144 fridge_8_dot_14_comma_8_dot_14_comma_22_dot_504_comma_22_dot_504_comma_0_dot_0_comma_0_dot_0)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0"
