problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_heat_then_place_in_recep-TomatoSliced-None-DiningTable-23/trial_T20190907_061945_946479,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_569 env_state env tomato)\n(SliceObject_212 env_state env tomato)\n(PutObject_5 env_state env tomato microwave)\n(ToggleObjectOn_204 env_state env microwave)\n(ToggleObjectOff_16 env_state env microwave)\n(PickupObject_1039 env_state env tomato)\n(PutObjectInReceptacle_862 env_state env tomato countertop)')",False,"PickupObject_569, SliceObject_212, PutObject_5, ToggleObjectOn_204, ToggleObjectOff_16, PickupObject_1039, PutObjectInReceptacle_862",PickupObject_569
train/pick_cool_then_place_in_recep-Bread-None-CounterTop-7/trial_T20190909_012427_332210,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_123 env_state env bread)\n(CoolObject_160 env_state env bread fridge)\n(PickupObject_629 env_state env bread)\n(PutObjectInReceptacle_633 env_state env bread countertop)')",False,"PickupObject_123, CoolObject_160, PickupObject_629, PutObjectInReceptacle_633",PickupObject_123
train/pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14/trial_T20190908_022829_998348,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_702 env_state env apple)\n(SliceObject_247 env_state env apple)\n(CoolObject_12 env_state env apple fridge)\n(PutObjectInReceptacle_805 env_state env apple garbagecan)')",False,"PickupObject_702, SliceObject_247, CoolObject_12, PutObjectInReceptacle_805",PickupObject_702
train/pick_clean_then_place_in_recep-Pan-None-StoveBurner-2/trial_T20190906_215744_388781,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PanType) \n                (receptacleType ?r StoveBurnerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(CheckCleanStatusAndCleanPan_0 env_state env pan)\n(PickupObject_1069 env_state env pan)\n(PutObjectInReceptacle_623 env_state env pan stoveburner)')",False,"CheckCleanStatusAndCleanPan_0, PickupObject_1069, PutObjectInReceptacle_623",
train/look_at_obj_in_light-CD-None-DeskLamp-302/trial_T20190907_154604_364291,"('(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o CDType)\n                (holds ?a ?o)\n            )\n    ))))))', '(PickupObject_279 env_state env cd)\n(ToggleObjectOn_54 env_state env desklamp)\n(PutObjectInReceptacle_705 env_state env cd desk)')",False,"PickupObject_279, ToggleObjectOn_54, PutObjectInReceptacle_705","PickupObject_279, ToggleObjectOn_54, PutObjectInReceptacle_705"
train/pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-19/trial_T20190908_224803_743034,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_371 env_state env tomato)\n(SliceObject_50 env_state env tomato)\n(CoolObject_89 env_state env tomato fridge)\n(PickupObject_1120 env_state env tomato)\n(PutObjectInReceptacle_210 env_state env tomato garbagecan)')",False,"PickupObject_371, SliceObject_50, CoolObject_89, PickupObject_1120, PutObjectInReceptacle_210",PickupObject_371
train/pick_and_place_simple-Pencil-None-Desk-309/trial_T20190918_231013_763397,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PencilType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObjectFromReceptacle_12 env_state env pencil diningtable)\n(PutObjectInReceptacle_103 env_state env pencil countertop)')",False,"PickupObjectFromReceptacle_12, PutObjectInReceptacle_103",
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-419/trial_T20190909_014042_055607,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ClothType) \n                (receptacleType ?r BathtubBasinType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(PickupObject_778 env_state env towel)\n(CleanObject_5 env_state env towel sinkbasin)\n(PutObjectInReceptacle_697 env_state env towel bathtubbasin)')",False,"PickupObject_778, CleanObject_5, PutObjectInReceptacle_697",PickupObject_778
train/pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-19/trial_T20190909_111859_174743,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_234 env_state env apple)\n(SliceObject_136 env_state env apple)\n(PutObject_66 env_state env apple fridge)\n(PickupObject_954 env_state env apple)\n(PutObjectInReceptacle_478 env_state env apple garbagecan)')",False,"PickupObject_234, SliceObject_136, PutObject_66, PickupObject_954, PutObjectInReceptacle_478",
train/pick_and_place_simple-Candle-None-SideTable-420/trial_T20190907_025655_142954,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CandleType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_693 env_state env candle)\n(PutObjectInReceptacle_226 env_state env candle diningtable)')",False,"PickupObject_693, PutObjectInReceptacle_226",PickupObject_693
train/pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-18/trial_T20190912_110736_098163,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_301 env_state env potato)\n(SliceObject_232 env_state env potato)\n(PutObjectInReceptacle_243 env_state env potato microwave)\n(ToggleObjectOn_138 env_state env microwave)\n(ToggleObjectOff_15 env_state env microwave)\n(PickupObject_900 env_state env potato)\n(PutObjectInReceptacle_221 env_state env potato fridge)')",False,"PickupObject_301, SliceObject_232, PutObjectInReceptacle_243, ToggleObjectOn_138, ToggleObjectOff_15, PickupObject_900, PutObjectInReceptacle_221",PickupObject_301
train/pick_and_place_simple-KeyChain-None-Dresser-317/trial_T20190910_184933_511149,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KeyChainType) \n                (receptacleType ?r DresserType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_882 env_state env keychain)\n(PutObjectInReceptacle_370 env_state env keychain dresser)')",True,"PickupObject_882, PutObjectInReceptacle_370","PickupObject_882, PutObjectInReceptacle_370"
train/pick_cool_then_place_in_recep-PotatoSliced-None-Microwave-21/trial_T20190908_064303_598028,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_577 env_state env potato)\n(SliceObject_91 env_state env potato)\n(OpenObject_3 env_state env fridge)\n(PutObjectInReceptacle_451 env_state env potato fridge)\n(CloseObject_17 env_state env fridge)\n(OpenObject_37 env_state env microwave)\n(PickupObject_1058 env_state env potato)\n(PutObjectInReceptacle_237 env_state env potato microwave)')",False,"PickupObject_577, SliceObject_91, OpenObject_3, PutObjectInReceptacle_451, CloseObject_17, OpenObject_37, PickupObject_1058, PutObjectInReceptacle_237",PickupObject_577
train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-19/trial_T20190906_181322_850030,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpatulaType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(PickupObject_992 env_state env spatula)\n(CleanObjectIfDirty_1 env_state env spatula)\n(PutObjectInReceptacle_644 env_state env spatula countertop)')",False,"PickupObject_992, CleanObjectIfDirty_1, PutObjectInReceptacle_644",PickupObject_992
train/pick_and_place_simple-RemoteControl-None-ArmChair-223/trial_T20190908_163723_604442,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o RemoteControlType) \n                (receptacleType ?r ArmChairType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_474 env_state env remotecontrol)\n(PutObjectInReceptacle_627 env_state env remotecontrol chair)')",False,"PickupObject_474, PutObjectInReceptacle_627",PickupObject_474
train/pick_and_place_simple-CD-None-Shelf-319/trial_T20190908_060915_412301,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CDType) \n                (receptacleType ?r ShelfType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_1050 env_state env cd)\n(PutObjectInReceptacle_666 env_state env cd shelf)')",True,"PickupObject_1050, PutObjectInReceptacle_666","PickupObject_1050, PutObjectInReceptacle_666"
train/look_at_obj_in_light-Plate-None-FloorLamp-211/trial_T20190907_131058_267698,"('(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot FloorLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o PlateType)\n                (holds ?a ?o)\n            )\n    ))))))', '(PickupObject_359 env_state env plate)\n(ToggleObjectOn_137 env_state env floorlamp)\n(PutObject_73 env_state env plate coffeetable)')",False,"PickupObject_359, ToggleObjectOn_137, PutObject_73",
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-30/trial_T20190907_044445_578004,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_491 env_state env bread)\n(SliceObject_226 env_state env bread)\n(ToggleObjectOn_160 env_state env stoveburner)\n(PutObject_39 env_state env bread stoveburner)\n(PickupObject_601 env_state env bread)\n(PutObject_68 env_state env bread garbagecan)')",False,"PickupObject_491, SliceObject_226, ToggleObjectOn_160, PutObject_39, PickupObject_601, PutObject_68",PickupObject_491
train/pick_and_place_simple-Vase-None-Safe-204/trial_T20190919_000336_714640,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o VaseType) \n                (receptacleType ?r SafeType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_983 env_state env vase)\n(PutObjectInReceptacle_333 env_state env vase safe)')",False,"PickupObject_983, PutObjectInReceptacle_333",PickupObject_983
train/pick_and_place_simple-Newspaper-None-Sofa-211/trial_T20190906_175004_203092,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o NewspaperType) \n                (receptacleType ?r SofaType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_709 env_state env newspaper)\n(PutObjectInReceptacle_833 env_state env newspaper sofa)')",True,"PickupObject_709, PutObjectInReceptacle_833","PickupObject_709, PutObjectInReceptacle_833"
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-18/trial_T20190911_190644_778748,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_598 env_state env tomato)\n(SliceObject_129 env_state env tomato)\n(CoolObject_116 env_state env tomato)\n(PutObjectInMicrowave_2 env_state env tomato)\n(ToggleObjectOn_171 env_state env microwave)')",False,"PickupObject_598, SliceObject_129, CoolObject_116, PutObjectInMicrowave_2, ToggleObjectOn_171",PickupObject_598
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-12/trial_T20190908_165447_696883,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_728 env_state env tomato)\n(CoolObject_49 env_state env tomato fridge)\n(PickupObject_378 env_state env tomato)\n(PutObjectInReceptacle_479 env_state env tomato microwave)')",False,"PickupObject_728, CoolObject_49, PickupObject_378, PutObjectInReceptacle_479",PickupObject_728
train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-6/trial_T20190906_204029_896727,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_416 env_state env mug)\n(CoolObject_171 env_state env mug fridge)\n(PickupObject_518 env_state env mug)\n(PutObjectInReceptacle_355 env_state env mug coffeemachine)')",False,"PickupObject_416, CoolObject_171, PickupObject_518, PutObjectInReceptacle_355",PickupObject_416
train/pick_heat_then_place_in_recep-Plate-None-Shelf-7/trial_T20190906_193846_907707,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlateType) \n                (receptacleType ?r ShelfType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o) \n            )\n    )))', '(PickupObject_56 env_state env plate)\n(HeatObject_155 env_state env plate stoveburner)\n(PickupObject_39 env_state env plate)\n(PutObjectInReceptacle_574 env_state env plate shelf)')",False,"PickupObject_56, HeatObject_155, PickupObject_39, PutObjectInReceptacle_574",PickupObject_56
train/look_at_obj_in_light-Pen-None-DeskLamp-327/trial_T20190909_020734_953975,"('(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o PenType)\n                (holds ?a ?o)\n            )\n    ))))))', '(PickupObjectFromReceptacle_7 env_state env pen dresser)\n(TurnOnObject_0 env_state env desklamp)')",True,"PickupObjectFromReceptacle_7, TurnOnObject_0","PickupObjectFromReceptacle_7, TurnOnObject_0"
train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-13/trial_T20190908_092542_043460,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o) \n            )\n    )))', '(PickupObject_1016 env_state env mug)\n(HeatObject_46 env_state env mug microwave)\n(PutObjectOnCoffeemachine_0 env_state env mug coffeemachine)')",False,"PickupObject_1016, HeatObject_46, PutObjectOnCoffeemachine_0","PickupObject_1016, HeatObject_46"
train/pick_and_place_simple-TomatoSliced-None-SideTable-3/trial_T20190908_091615_973891,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))', '(FindAndPickupObjectOnReceptacle_0 env_state env tomato microwave)\n(SliceObject_92 env_state env tomato)')",False,"FindAndPickupObjectOnReceptacle_0, SliceObject_92",
train/pick_cool_then_place_in_recep-Egg-None-CounterTop-27/trial_T20190909_002105_967038,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_1126 env_state env egg)\n(CoolObject_19 env_state env egg fridge)\n(PutObjectInReceptacle_447 env_state env egg countertop)')",False,"PickupObject_1126, CoolObject_19, PutObjectInReceptacle_447",PickupObject_1126
train/look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115824_746935,"('(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o PenType)\n                (holds ?a ?o)\n            )\n    ))))))', '(PickupObject_492 env_state env pen)\n(FindNearestReceptacle_0 env_state env sidetable)\n(PlaceObjectNearLamp_0 env_state env pen sidetable)')",False,"PickupObject_492, FindNearestReceptacle_0, PlaceObjectNearLamp_0",PickupObject_492
train/pick_cool_then_place_in_recep-Pot-None-CounterTop-24/trial_T20190907_002332_305243,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_114 env_state env pan)\n(CoolObject_36 env_state env pan fridge)\n(PickupObject_604 env_state env pan)\n(PutObjectInReceptacle_173 env_state env pan countertop)')",False,"PickupObject_114, CoolObject_36, PickupObject_604, PutObjectInReceptacle_173",PickupObject_114
train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-30/trial_T20190909_050831_328612,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpatulaType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(WashObject_10 env_state env spatula sinkbasin)\n(PickupObject_868 env_state env spatula)\n(PutObjectInReceptacle_405 env_state env spatula countertop)')",False,"WashObject_10, PickupObject_868, PutObjectInReceptacle_405",
train/pick_and_place_simple-Plunger-None-Cabinet-403/trial_T20190909_054730_826329,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlungerType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_85 env_state env plunger)\n(PutObjectInReceptacle_363 env_state env plunger cabinet)')",False,"PickupObject_85, PutObjectInReceptacle_363",PickupObject_85
train/pick_heat_then_place_in_recep-Apple-None-SideTable-28/trial_T20190906_180710_251060,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o) \n            )\n    )))', '(PickupObject_74 env_state env apple)\n(HeatObject_9 env_state env apple stoveburner)\n(PickupObject_14 env_state env apple)\n(PutObjectInReceptacle_73 env_state env apple diningtable)')",False,"PickupObject_74, HeatObject_9, PickupObject_14, PutObjectInReceptacle_73",PickupObject_74
train/pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-11/trial_T20190910_232930_757480,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_991 env_state env potato)\n(CookObject_0 env_state env potato stoveburner)\n(PutObjectInReceptacle_286 env_state env potato fridge)')",False,"PickupObject_991, CookObject_0, PutObjectInReceptacle_286",PickupObject_991
train/look_at_obj_in_light-Pillow-None-DeskLamp-305/trial_T20190909_110717_764199,"('(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o PillowType)\n                (holds ?a ?o)\n            )\n    ))))))', '(ToggleObjectOn_146 env_state env floorlamp)\n(PickupObject_298 env_state env pillow)\n(PutObjectInReceptacle_347 env_state env pillow floorlamp)')",False,"ToggleObjectOn_146, PickupObject_298, PutObjectInReceptacle_347",
train/pick_clean_then_place_in_recep-Cloth-None-Drawer-427/trial_T20190909_070336_423393,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ClothType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(PickupObject_488 env_state env cloth)\n(CleanObject_8 env_state env cloth sinkbasin)\n(PickupCleanObject_1 env_state env cloth)\n(PutCleanObjectInReceptacle_0 env_state env cloth drawer)')",False,"PickupObject_488, CleanObject_8, PickupCleanObject_1, PutCleanObjectInReceptacle_0",PickupObject_488
train/pick_cool_then_place_in_recep-Potato-None-Microwave-25/trial_T20190908_113515_119158,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_423 env_state env potato)\n(CoolObject_157 env_state env potato fridge)\n(PutObjectInReceptacle_668 env_state env potato microwave)')",False,"PickupObject_423, CoolObject_157, PutObjectInReceptacle_668",PickupObject_423
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PenType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObjectFromReceptacle_4 env_state env pencil garbagecan)\n(PutObjectOnReceptacle_4 env_state env pencil diningtable)')",False,"PickupObjectFromReceptacle_4, PutObjectOnReceptacle_4",
train/pick_clean_then_place_in_recep-Egg-None-GarbageCan-11/trial_T20190906_181033_636334,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(PickupObject_411 env_state env egg)\n(CleanObject_67 env_state env egg sinkbasin)\n(PickupObject_528 env_state env egg)\n(PutObjectInReceptacle_700 env_state env egg garbagecan)')",False,"PickupObject_411, CleanObject_67, PickupObject_528, PutObjectInReceptacle_700",PickupObject_411
train/pick_cool_then_place_in_recep-Tomato-None-DiningTable-26/trial_T20190907_160916_014285,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObjectFromReceptacle_26 env_state env tomato fridge)\n(PutObjectOnReceptacle_8 env_state env tomato diningtable)')",False,"PickupObjectFromReceptacle_26, PutObjectOnReceptacle_8",
train/pick_clean_then_place_in_recep-Spatula-None-DiningTable-17/trial_T20190909_044854_236942,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpatulaType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(EnsureObjectIsClean_1 env_state env spatula sinkbasin)\n(PutObjectInReceptacle_609 env_state env spatula diningtable)')",False,"EnsureObjectIsClean_1, PutObjectInReceptacle_609",
train/look_at_obj_in_light-Watch-None-FloorLamp-217/trial_T20190907_011607_273414,"('(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot FloorLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o WatchType)\n                (holds ?a ?o)\n            )\n    ))))))', '(PickupObject_647 env_state env watch)\n(ToggleObjectOn_180 env_state env floorlamp)')",False,"PickupObject_647, ToggleObjectOn_180",
train/look_at_obj_in_light-AlarmClock-None-DeskLamp-309/trial_T20190908_062755_880343,"('(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o AlarmClockType)\n                (holds ?a ?o)\n            )\n    ))))))', '(PickupObject_438 env_state env alarmclock)\n(TurnOnDeskLamp_0 env_state env desklamp)\n(ExamineObject_4 env_state env alarmclock)')",False,"PickupObject_438, TurnOnDeskLamp_0, ExamineObject_4","PickupObject_438, TurnOnDeskLamp_0"
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-24/trial_T20190912_072414_861932,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(SliceObject_122 env_state env tomato)\n(CoolSlicedTomato_0 env_state env tomato fridge)\n(PlaceInMicrowave_0 env_state env tomato microwave)')",False,"SliceObject_122, CoolSlicedTomato_0, PlaceInMicrowave_0",
train/pick_clean_then_place_in_recep-Cloth-None-BathtubBasin-406/trial_T20190907_183646_891246,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ClothType) \n                (receptacleType ?r BathtubBasinType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(PickupObject_1076 env_state env cloth)\n(CleanObject_51 env_state env cloth)\n(PickupObject_379 env_state env cloth)\n(PutObjectInReceptacle_22 env_state env cloth bathtubbasin)')",False,"PickupObject_1076, CleanObject_51, PickupObject_379, PutObjectInReceptacle_22",
